"Name","Category","Author","Description","Rating","Num of Reviews","ASIN","Application ID","Release Date","Invocation Name","Example Interaction 1","Example Interaction 2","Example Interaction 3","Privacy Policy","Terms of Use","In-App Purchasing"
"Samsung ARTIK Cloud","Home-Automation","Samsung Strategy and Innovation Center","Samsung ARTIK Cloud is an agnostic IoT platform: https://www.artik.cloud\n\nThe Samsung ARTIK Cloud Alexa Skill lets you command by voice any device connected to the ARTIK Cloud platform.\n\nYou can tell ARTIK which action you want to perform on which device. \nFor example, to command your living room light, you may tell ARTIK to ""turn on the living room light"" or ""turn off the living room light"".\n\nTo get started:\n\n1. Create an account on the ARTIK Cloud user portal: https://www.artik.cloud\n2. Add your devices (follow the instructions on the website)\n3. In the Alexa app, enable the Samsung ARTIK Cloud Skill and link it with your ARTIK Cloud account \n4. Say ""Alexa, start ARTIK""\n5. Say the action name followed by your device name (e.g: ""Alexa, ask ARTIK to turn on the living room light"")\n\nYou are ready to go!",0,0,"B01E8NGW60","amzn1.echo-sdk-ams.app.4eb4a5bf-5c51-4cd0-ba6b-a95ac8e8a38b","2016-04-22 07:38:34","artik","Alexa, start ARTIK","turn on the living room light","open the front door","https://developer.samsungsami.io/about/terms-service.html","https://developer.samsungsami.io/about/privacy.html","No"
"Santa's Helper","Entertainment","Pargee","To use the Santa’s Helper skill, try saying…\n\n“Alexa, ask Santa where are you?”\n“Alexa, ask Santa if I’m on the nice list.”\n“Alexa, ask Santa for a joke.""\n“Alexa, ask Santa for a Christmas fact.""\n\nEvery year, Santa brings presents and joy to millions of children throughout the world. With Santa’s Helper, find out if you’re on the nice list, hear jokes and facts about Christmas, and check in on Santa’s location throughout Christmas Eve.\n\nHappy Holidays!",3,28,"B019HUS30M","amzn1.echo-sdk-ams.app.315728f1-eefc-4170-aea1-02260f7213c3","2015-12-17 18:27:33","santa","Alexa, ask Santa where is he?","Alexa, ask Santa for a Christmas fact.","Alexa, ask Santa to read The Night Before Christmas.","","","No"
"Sary's Trivia Game","Games","Sary Brave","Alexa trivia game quizzes you on personal and intimate questions about Sary's life. Only those who really know Sary will get 5/5 correct.",0,0,"B01DNN4EI4","amzn1.echo-sdk-ams.app.dcbd5cfb-4064-44cd-aa9f-799374c8ff1d","2016-04-01 20:02:39","trivia about sary","Alexa, ask Trivia about Sary","Alexa, start Trivia about Sary","Help","","","No"
"Sassy Persona","Other","Jason Wang","Give your device a sassy persona that can talk back and refuse commands.  You can ask sassy persona for the time, the weather, or a joke.  You can also tell sassy persona to do your chores.  Asking multiple times may give different responses.\n\nIf you tell Alexa's sassy persona to stick around, it will respond to several questions or commands.  You can also cancel, or tell Alexa to stop being sassy.",2.6,10,"B018MVOE4G","amzn1.echo-sdk-ams.app.683cf809-583c-4f4b-a2da-7703623d97f6","2015-11-27 14:59:40","sassy persona","Alexa, ask sassy persona to get the weather","Alexa, ask sassy persona to tell a joke","Alexa, ask sassy persona what I can say","","","No"
"Satoshi's Bitcoin Quote","Other","Majel Tech","Satoshi's Bitcoin Quote is the first, fastest, and funnest way to keep up to date on everyone's favorite cryptocurrency! Sleek and easy to use, Satoshi is programmed to respond to realistic conversational questions. You can even choose your preferred price source for Satoshi to monitor and Alexa will provide you with up to the minute real-time pricing. Simply say, ""Ask Satoshi to find the price of bitcoin"" to hear the current per-dollar conversion rate. Say ""Ask Satoshi to configure my settings"" to hear a list of available price sources and to set your default.",0,0,"B017OBVZ74","amzn1.echo-sdk-ams.app.d1c6d11c-f58d-4370-b0da-4bccda2a3470","2015-11-06 14:18:24","satoshi","Alexa, talk to Satoshi.","Alexa, ask Satoshi what the price of bitcoin is.","Alexa, ask Satoshi to make BitPay my default source.","","","No"
"Science Trivia","Games","Kemal Ficici","A science trivia app for those who love science! New questions added regularly. This game will help you learn more about science and the history of science. Simply ask Alexa to start a new game in Science Trivia. Alexa will tell you the question and the choices. You can answer with the numbers 1-4, or tell her that you don't know.\n\nUser""Alexa, tell Science Trivia to start a new game""\nAlexa ""Science Trivia. I will ask you 5 questions...""{asks question}\nUser""is it one?""\nAlexa""That answer is correct. Your score is 1...""",0,0,"B01EH2S4NG","amzn1.echo-sdk-ams.app.400b1a8d-c612-4905-ae38-e132e12ba32b","2016-04-21 10:08:29","science trivia","""Alexa, tell Science Trivia to start a new game""","""Alexa, tell Science Trivia to start a game""","""I don't know""","https://kemalficici.wordpress.com/2016/04/18/privacy-policy-for-amazon-science-trivia/","http://www.gnu.org/licenses/gpl.html","No"
"Science Trivia Game","Games","JPV Consulting","Simple science trivia game",2,1,"B01CDOOAD8","amzn1.echo-sdk-ams.app.54f01575-49ef-46cf-a996-be30c5772d69","2016-02-29 19:02:42","science trivia game","Alexa start science trivia game","the answer is 2","start new game","","","No"
"SciGuy","Entertainment","Troogle","Ask Alexa for a random science fact! Alexa can provide you with science facts that will blow your mind! Impress your friends with your science knowledge!\n\nSimply say: ""Alexa, open SciGuy!""\n\nOver 100 crazy facts! New facts added weekly!",2.4,4,"B01B290WVY","amzn1.echo-sdk-ams.app.e0b02be9-0056-42ef-b67e-af520b1150c4","2016-01-25 18:55:23","sciguy","Alexa, open SciGuy","Alexa, ask SciGuy to read me a fact","Alexa, tell SciGuy to read me a random fact","","","No"
"Scout Alarm","Home-Automation","Scout Security Inc","Scout is a next-generation home security system that combines cutting-edge hardware design with intuitive, easy-to-use controls. Beautifully designed sensors and low-cost, month-to-month professional monitoring with no long-term contracts make it the best home security system on the market today. Visit www.scoutalarm.com for more information about our devices and professional monitoring options. Secure your home or apartment the way you want. To use this skill and the sample phrases shown above, you will need at least a Scout hub and Scout sensor linked to a Scout account.\n\n\nTo link your account, login to your account on Scout (dashboard.scoutalarm.com) > go to the Integrations section > select Amazon Alexa and enter the 4 digit pairing code Alexa has sent you from your Alexa app.",4.3,7,"B017OBHGZO","amzn1.echo-sdk-ams.app.26dd66e5-bdda-4df6-95da-a1d9020230a3","2015-11-06 14:07:35","scout","Alexa, ask Scout to arm home mode.","Alexa, ask Scout to get activity feed.","Alexa, ask Scout to disarm mode (with PIN).","https://www.scoutalarm.com/privacy-policy","https://www.scoutalarm.com/terms-of-use","No"
"Scryb","Communications","Macadamian","Scryb makes it easy for anyone to send a SMS text message hands-free from home, or when you don't have access to a smartphone.\n\nTo start using the Scryb skill, say:\n""Alexa, open Scryb.""  (pronounce it like the word ‘scribe’)\nAlexa will then ask you for the phone number of the text recipient.\n\nThen tell Alexa the 10 digit phone number - example: ""123-555-1212""\n\nWe suggest that you say:\n""Alexa, tell Scryb that I'm home."" or, ""Alexa, tell Scryb that I am going to the gym now.""\nWe have found by using ""that"" before the text message it can reduce errors.\n\nIf you are asking a question of the recipient, try:\n""Alexa, ask Scryb when are you coming home?""\nMinor note, sent questions will not end in a question mark.\n\nTo verify what the configured number is, you can say:\n""Alexa, ask Scryb what the number is""\n\nAlso, please remember that: \n- It is not possible to receive replies to the text messages through Alexa\n- Only one destination phone number is supported\n- Only 10 digit North America phone numbers can be used\n- All messages are sent from (613) 909-8893\n\nYou can reach us at m21lab@macadamian.com",3,2,"B01DOJT1JY","amzn1.echo-sdk-ams.app.a8b3cafd-c7a1-4320-98a8-ac0164cccdde","2016-04-25 17:08:33","scribe","Alexa, tell Scryb that I'm home","Alexa, open Scryb","Alexa, tell Scryb that the phone number is 613-555-1212","http://www.macadamian.com/privacy-policy/","http://www.macadamian.com/terms-use/","No"
"SCUBA Diving Trivia","Entertainment","AWS","SCUBA trivia. Helps users learn facts about SCUBA Diving. Fact filled, fun, and interesting for all ages.",0,0,"B01DN47ITU","amzn1.echo-sdk-ams.app.7fdb7e87-c8a7-4ef1-b4f7-434c08ce7993","2016-04-04 03:32:26","space geek","Alexa, ask Space Geek for a scuba fact","Alexa, ask Space Geek to tell me  a scuba fact","Alexa, ask Space Geek to give me a scuba fact","","","No"
"Seattle Transit","Travel","Anton Babadjanov","Seattle Transit provides step-by-step transit directions for getting from one neighborhood to another in Seattle. The handy card in the Alexa app helps one take the directions with them while on the go. More features to come.",0,0,"B01BLYBPBQ","amzn1.echo-sdk-ams.app.17952b33-3e63-4b70-9594-45ca63ee86dc","2016-02-09 18:54:51","seattle transit","Alexa, ask Seattle Transit for directions from Ballard to Capitol Hill","Alexa, ask Seattle Transit for directions from Ballard","Alexa, open Seattle Transit","","","No"
"Security Quiz","Education","vamc","Test your knowledge of cyber security, while learning best security practices to keep yourselves and your dear ones safe from phishing, cyber threats etc",0,0,"B01DJ5C3FC","amzn1.echo-sdk-ams.app.2e4d5e34-b1b3-4c0e-bb61-2a4367971107","2016-03-28 06:06:30","security quiz","Alexa, ask Security Quiz","Repeat","My answer is one","","","No"
"Seinfeld Fan Trivia","Entertainment","Ken Westphal","Are you a Seinfeld fan?  Test your knowledge with the Seinfeld Fan Trivia skill!  This trivia game has over 50 Seinfeld trivia questions.",4.8,3,"B01DL8NNUQ","amzn1.echo-sdk-ams.app.b2b864b5-b489-4f63-b848-839e7b3d65b3","2016-03-31 08:02:32","seinfeld trivia","Alexa, open Seinfeld Trivia","Alexa, play Seinfeld Trivia","Alexa, start Seinfeld Trivia","","","No"
"Sensi","CONNECTED_HOME","Sensi WiFi Thermostat","This skill allows you to control the Sensi thermostat.",4.3,4,"B01EIQLWUS","amzn1.ask.skill.e54b56d8-b02b-4e4f-83bc-5333450e3227","2016-04-19 17:32:08","null","","","","https://sensicomfort.com/privacy-policies/","http://www.emerson.com/en-us/Pages/terms-of-use.aspx","No"
"Shakespeare Quotes","Education","ReadingEveryday","Ask Alexa for Shakespeare, she will recite for you one of the many famous quotes by Shakespeare. Answer yes if you would like to have more quotes when asked, otherwise, say No.",4,2,"B01DV5OZR4","amzn1.echo-sdk-ams.app.2294775d-dbe6-4b77-b521-d36fd71bd7e5","2016-04-14 02:32:28","a quote from shakespeare","Alexa ask a quote from shakespeare","Yes please","No thank you","","","No"
"Sheep Count","Entertainment","Schlemmer Consulting","Counting sheep has been hailed for centuries as the quickest way to get to sleep. Have Alexa help start your sleep off right in a fun and entertaining way.",3.5,6,"B01COCCKW2","amzn1.echo-sdk-ams.app.0334d95b-f56d-4d24-9179-d17a915a2f86","2016-03-07 18:19:48","sheep count","Alexa, start Sheep Count","Alexa, open Sheep Count","Alexa, ask sheep count to count 10 sheep","","","No"
"Short Bedtime Story","Entertainment","Webguild","Have Alexa tell a short bedtime story, personalized to your name.",3.5,8,"B01DJCJTZ2","amzn1.echo-sdk-ams.app.a90b5491-213f-4486-9237-a47042afcd7f","2016-04-05 15:02:36","bedtime story","Alexa, tell Bed Time Story to Debbie","for Allie.","about Jeremy.","","","No"
"Shower Thoughts","Social","BugBen.com","Shower Thoughts are itty-bitty witty bite-sized clever thoughts. This is a skill which will automatically fetch the Internet's most popular Shower Thought each day.",2.9,7,"B017OBXIEC","amzn1.echo-sdk-ams.app.901a3f73-22df-4ad2-aa7c-ed49c3a07a6f","2015-11-06 14:19:14","shower thoughts","Alexa, open Shower Thoughts.","","","","","No"
"Silly Winnie","Entertainment","Marc Smith","A simple joke telling app, intended to delight younger children.  Ask ""Silly Winnie"" - a playful mastiff puppy - for a joke, and she will deliver.",0,0,"B01CJU8G0E","amzn1.echo-sdk-ams.app.5e0429c8-5259-4a6a-9a56-f51553ec657e","2016-03-04 05:39:15","silly winnie","Alexa, ask Silly Winnie for a joke","Tell me a joke","Joke","","","No"
"Simple Control","Home-Automation","Roomie Remote, Inc.","Take charge of your Simple Control automated home using nothing more than your voice. Requires Simple Control for iOS with active Simple Service, and licensed Simple Sync (software for OS X or Android) or Simple Hub hardware. Simple Control must be paired with Simple Sync/Hub and signed into your Simple Control account. See the Simple Control knowledge base for complete listings of example phrases and usage instructions.",2.8,19,"B019QRFDTA","amzn1.echo-sdk-ams.app.0a6396ed-b380-4d46-8794-8036e3c5b589","2015-12-23 11:40:06","simple control","Alexa, tell simple control to watch TV","Alexa, tell simple control to mute the guest room","Alexa, tell simple control to power off the living room","http://www.simplecontrol.com/privacy-policy/","http://www.simplecontrol.com/terms-conditions/","No"
"Single Quote","Finance","gitbnw","Would you LUV to get the trading price of AMZN stock by speaking to Alexa?  Just give Single Quote a ticker symbol spelled out like ""W O O F"" and praise ZEUS, your quote will be sung to the heavens before the FIZZ  leaves your COOL drink.  It's a piece of cake.  MMM... CAKE.\n\nMost (but not all) widely traded comapny stocks are supported.  ETFs, mutual funds, and other non-equities are not yet supported.",0,0,"B01E7KNQF4","amzn1.echo-sdk-ams.app.8a187eaa-6e47-48d5-b2be-20e0501ca3b9","2016-04-22 09:08:35","single quote","Alexa, ask Single Quote for the price of AMZN","Alexa, ask Single Quote what is the quote for CSCO","Alexa, ask Single Quote for FSLR","","","No"
"SkyBell","Home-Automation","SkyBell Technologies, Inc.","Now you can control your SkyBell HD video doorbell with Alexa and the Amazon Echo! You can enjoy more security by turning on or off the motion sensor, starting live video recordings, or taking snapshots at the front door.  You can also turn off the indoor chime in your house so a visitor doesn’t wake up a napping baby or interrupt quiet time. To get started, register a SkyBell account, activate the skill and then link your account with the prompts.",4,3,"B01BLWJ1Q4","amzn1.echo-sdk-ams.app.0dd1fcd6-d11e-4a48-af61-ceb366c03f50","2016-02-09 17:18:32","skybell","Alexa, tell SkyBell to turn on quiet mode.","Alexa, tell SkyBell to take a snapshot.","Alexa, tell SkyBell to record video.","http://www.skybell.com/pages/legal","http://www.skybell.com/pages/legal","No"
"Skyscanner Flight Search","Travel","Skyscanner.net","Skyscanner offers global flight search.  This service is a way to get an early idea of estimated prices between two airports, before you begin a formal booking process.  \n\nStarting with the destination, you are then asked further questions until Alexa has enough information to supply the cheapest available fare for that trip.\n\nAll prices come with the lowest recent price found for the route and dates, the carriers which serve the route and a card in the Alexa app as a reminder of these.",2.3,9,"B01AS6Q8II","amzn1.echo-sdk-ams.app.3275d681-0844-4a3e-9758-64935140e1da","2016-01-18 13:35:14","sky scanner","Alexa, ask Skyscanner for a flight","Alexa, ask Skyscanner for a flight to Seattle","Alexa, ask Skyscanner for a flight to Seattle tomorrow","http://www.skyscanner.net/privacypolicy.aspx","http://www.skyscanner.net/termsofservice.aspx","No"
"Slow Carb Checker","Health-and-Fitness","Pat Khunachak","It is often difficult the remember all the foods and drinks you can consume on the Slow Carb Diet. A lot of times, we end up having to do searches on the internet. This is painful and inconvenient. Slow Carb Checker allows you to simply ask Alexa, for example, ""can I have almond milk?"" to find out.",0,0,"B01E2UQ0V6","amzn1.echo-sdk-ams.app.b4fe5139-32c9-4633-a736-4717720c8882","2016-04-18 04:02:31","slow carb checker","Alexa, ask Slow Carb Checker, can I eat apples?","Alexa, ask Slow Carb Checker, can I drink almond milk?","","","","No"
"SmartThings","CONNECTED_HOME","SmartThings","To use the SmartThings Skill, try saying...\nAlexa, turn on the fan.\nAlexa, set the thermostat to 72.\nAlexa, dim bedroom light to 60%.\n\nUse the SmartThings Skill to control your smart devices with just the sound of your voice. It's as easy as asking Alexa to have SmartThings turn smart outlets and lights on or off, adjust dimmers, and set connected thermostats. \n\nSmartThings account and Hub required.",4.8,14,"B01ETW5Q9O","amzn1.ask.skill.2bdbc74f-ce4d-4e2d-b741-326c7ba358f0","2016-04-26 15:10:43","null","","","","https://www.smartthings.com/privacy","https://www.smartthings.com/terms","No"
"SMS With Molly","Communications","Molly","Text your friends and family members with your voice from your couch.\n\n1) Enable the skill & register on https://smswithmolly.com\n\n2) Add your favorite contacts\n\n3) Start texting\n\nSMS With Molly will recognize US first names from your contact list and send them your message.\n\nIf your message hasn't be heard by Echo, please shoot an email at molly@smswithmolly.com so that we can improve the skill.\n\nYou can send 30 messages per month for free using SMS With Molly.\n\nWe want you to do more with your Alexa-enabled device. Meet us on https://smswithmolly.com and please give us your feedback at molly@smswithmolly.com",2.6,12,"B01DO6OLW4","amzn1.echo-sdk-ams.app.f7afb5b1-26f3-48d4-b62b-66e7cbba7a47","2016-04-01 15:32:29","s. m. s. with molly","Alexa, ask SMS With Molly to text John ""I'm back""","Alexa, ask SMS With Molly to text ""Love you"" to Lauren.","Alexa, tell SMS With Molly to send ""I'll be late"" to Hannah.","https://smswithmolly.com/privacy","","No"
"Snowday","News","Small Data Solutions, Inc.","Does the weather look grim outside this morning? Is there an ongoing emergency or special event in the DMV? Snowday provides information on closures/delays for various government offices and services and schools in the Baltimore/Washington area. It currently supports:\nOPM (or ""the federal government"")\nMaryland state government (""Maryland State"")\nThe D.C. Metro (""the Metro"")\nThe National Security Agency (""NSA"")\nBaltimore City Circuit Court (""Baltimore Courts"")\nUniversity of Maryland, Baltimore (use ""UMB"")\nJohns Hopkins University (""JHU"")\nBaltimore County government\nBaltimore County schools\n...with many more on the way!",0,0,"B01DLK21W0","amzn1.echo-sdk-ams.app.0a69c441-3249-41b3-9bd5-37575ccde54d","2016-03-31 18:02:24","snow day","Alexa, ask Snowday is the federal government open today?","Is the D.C. Metro delayed today?","Are Baltimore City courts open today?","","","No"
"Soccer Facts","Entertainment","Aaron Koz","A quick way to learn interesting tidbits about the game and the history of soccer, or football as it's called outside the United States.",0,0,"B01F1L3WFM","amzn1.echo-sdk-ams.app.36ffba19-7c54-466e-a272-d1bd976bdc41","2016-05-05 15:08:31","soccer facts","Alexa, Launch Soccer Facts","Alexa, Open Soccer Facts and tell me a fact","Alexa, Start Soccer Facts and give me a fact","","","No"
"Sorting Game for Harry Potter","Games","Ewen Chou","This skill will ask you seven questions, each with multiple answers to choose from. Choose your answer by saying it's number, for example, you can say, ""number two"".\n\nAnswer carefully and truthfully to find out which house's values you embody!",2.8,3,"B01DL0XYVW","amzn1.echo-sdk-ams.app.28af6ac7-8dc0-4482-8822-020e98c0d1c0","2016-04-06 09:33:04","sorting game","Alexa, open Sorting Game","Start the game","Number two","","","No"
"Sounds","Entertainment","Matchbox mobile","Sound Effects provides a sound effect for a variety of occasions! Did a friend just tell a funny joke? Ask for an applause. If the joke wasn’t funny? Boo or slow clap them into silence. \nIs a family member looking for sympathy? Play the world’s smallest violin.\n\nTo use the Sound Effects try saying phrases like:\n\n“Alexa ask sound effects to play a drumroll”\n\n“Alexa ask sound effects to add suspense to this situation.”\n\n“Alexa ask sound effects for an air horn.”\n\nWe’d love to hear your thoughts and please add a comment in the review section  for any sound effect suggestions you’d like us to include, we’ll choose the top choices for our next update!",2.5,2,"B01DKKPHL8","amzn1.echo-sdk-ams.app.b7cd5d38-84be-4ca3-80bf-4d3459686657","2016-03-31 17:02:24","sound effects","Alexa ask sound effects, to play the world's smallest violin","Alexa ask sound effects, whats the plan","Alexa ask sound effects, to blow us a raspberry","","","No"
"South American Capitals Quiz","Education","Four-Story Limit ","Quickly learn the capital cities of South America by letting Alexa quiz you in multiple choice format.",0,0,"B01D8IE5BU","amzn1.echo-sdk-ams.app.72854b18-ff61-4bd5-b911-2ed8f7fb6e7b","2016-03-21 04:46:01","south american capitals","Alexa start South American Capitals","The answer is four.","I don't know this one.","","","No"
"Space Trivia","Games","Tiny Starship","Space Trivia will test your knowledge on our solar system, it's planets and a few other things. Fun (and educational) for all ages!\n\nIn Space Trivia you will be asked questions about:\nNASA's History\nThe Solar System\nThe Planets\nThe Moon\nAstronauts\nand more!\n\nMore questions being added routinely!",4,3,"B01BLUPQEC","amzn1.echo-sdk-ams.app.96629106-1b2c-42eb-a72e-b98cd8c1857d","2016-02-09 15:34:08","space trivia","Alexa, launch Space Trivia","Repeat","Help","","","No"
"Space Trivia Questions","Games","none","Trivia questions about our solar system",3.5,2,"B01CPB5IVC","amzn1.echo-sdk-ams.app.98e3e3c1-2903-4ece-ad64-d2b52e3de803","2016-03-08 07:00:41","space trivia","Alexa, launch Space Trivia","Repeat","Help","","","No"
"Space Weather","Other","SodaAnt Enterprises","The Space Weather skill will tell you the current conditions in space, including solar wind speed, chance of a solar storm, and the solar flux.",4.1,9,"B018YJ6TIK","amzn1.echo-sdk-ams.app.6f831d81-32a7-49cd-a784-a6d5e81abf33","2015-12-04 17:15:17","space weather","Alexa, open Space Weather","Alexa, launch Space Weather","Alexa, start Space Weather","","","No"
"SPAMMY!","Food/Cooking","Support","Pink, versatile deliciousness.  It’s perfect fried with eggs and wrapped like sushi and has made its way into countless dishes worldwide. But what other undiscovered possibilities does it have to bring more porky goodness into your life? Make sure you have SPAMMY …she’s never out of ideas.",1.5,2,"B0189X85NI","amzn1.echo-sdk-ams.app.c6d03cb2-9a8d-40ec-b9e0-77402ff1b906","2015-11-20 17:57:19","spammy","Alexa, launch 'Spammy'","Alexa, launch 'Spammy' and tell me a recipe","Alexa, launch 'Spammy' and get a recipe","","","No"
"Spanish","Education","COMM","Easy quiz format to learn Spanish words. Pick right one and you will get a point! Included most popular Spanish words to start your journey with Spanish learning.\n\nTo Start Learning Spanish Enable this Skill and say Start Spanish. \nIf You Like It Please Show Your Love and Rate This Skill.",3.1,5,"B01CPBFDH6","amzn1.echo-sdk-ams.app.c3d2c07c-9186-480b-9fcf-84052a0cc08f","2016-03-08 07:07:27","spanish","Alexa, Launch Spanish","Alexa, Start Spanish","Alexa, Play Spanish","http://commpublishing.com/privacy-policy","http://commpublishing.com/terms-of-use","No"
"Spell Book for Dungeons and Dragons","Reference","Nick McMahon","This skill allows you to lookup spells from Dungeons and Dragons and have Alexa read back their descriptions. Cards are also sent to your Alexa app containing additional information such as spell duration or classes.",0,0,"B01ES1KWX6","amzn1.echo-sdk-ams.app.36e6deff-7ed7-40c3-9709-8ce978e57533","2016-04-29 15:38:28","spell book","Alexa, ask Spell Book to lookup Fire Bolt","Alexa, launch Spell Book","Alexa, ask Spell Book to get Alarm","","","No"
"Spelling Bee","Education","Brian King","Welcome to spelling bee, the very first spelling game on Alexa. There are several hundred words, so every time you play, it's a fresh, new challenge. Currently, the words are at a 5th grade level. If you have ideas about how to make this skill more awesome, let me know! All feedback is welcome.",4,14,"B01CQTR8CU","amzn1.echo-sdk-ams.app.ed4e8815-c350-4d56-bfd2-e5f3667c9573","2016-03-09 04:35:13","spelling bee","Alexa, launch Spelling Bee","the word is spelled l. u. g. g. a. g. e.","h. i. b. e. r. n. a. t. e.","","","No"
"Stage Names","Entertainment","Macaron Apps","Celebs often switch out their monikers and choose to go by stage names before hitting stardom. Did you know Marilyn Monroe was born Norma Jeane Mortenson? Launch Stage Names to learn more celebrity trivia. This Alexa skill is the ultimate app to become an expert at stage names and impress your friends at dinner parties!\nHave fun with this simple Alexa skill and suggest new facts in the reviews.",0,0,"B01DBHDBQS","amzn1.echo-sdk-ams.app.008bc190-0917-4f70-89cd-b1281afb233c","2016-03-23 01:20:56","stage names","Alexa, open Stage Names","Alexa, launch Stage Names and give me a fact","Alexa, start Stage Names and tell me a stage name trivia","","","No"
"Star fish UK","Social","Rain Integration","A simple skill to get you started before you make that tube or national rail journey to work for your usual day. You can quickly get tube status for the whole London underground or National Rail status for any specific station. You can also get it to read out news from BBC website on your choice of topics. Supported topics are Health, Politics, Technology, UK, Headlines. You can also get next three days weather forecast for London.\nNew in 1.1 - Now you can ask about your next departure for any from and to network rail station. Try Alexa, ask starfish for next departure from London Liverpool Street to Shenfield",4.9,5,"B01CZYUPCQ","amzn1.echo-sdk-ams.app.24aac441-d9c7-41a9-bbe8-31d2b327d863","2016-03-15 06:42:09","starfish","Alexa, ask starfish for tube status","Alexa, ask starfish for rail status","Alexa, ask starfish for sports news","","","No"
"Star Trivia","Games","playdumbo.nyc","The user will be asked a series of 5 random questions, all pertaining to Space.",0,0,"B01DE9SBR2","amzn1.echo-sdk-ams.app.8425453a-b45d-4df9-9198-c8f0212f3d0b","2016-03-24 15:53:10","star trivia","Alexa, open Star Trivia","Start new game","My answer is 1","","","No"
"Star Wars Quiz","Games","Disney","Guests have the ability to answer trivia questions from the Star Wars universe by asking Alexa to “Start Star Wars Quiz” Guests will answer 5 multiple choice questions by responding with the number that corresponds with the correct answer. For example, for the question, ""What color is Darth Vader’s lightsaber?” One, Red. Two, Green. Three, Blue. Four, Purple. The correct answer would be “One”. At the end of each game guests will be given a score to see how well they did.",2.3,13,"B019G0TI52","amzn1.echo-sdk-ams.app.794047e0-bb14-472c-b7d4-3256336230a3","2015-12-16 14:04:20","star wars quiz","“Alexa, Start Star Wars Quiz""","“Alexa, Launch Star Wars Quiz”","“Alexa, Open Star Wars Quiz”","https://disneyprivacycenter.com/","https://disneytermsofuse.com/","No"
"Starfish Band","Health-and-Fitness","Rai Integration Ltd","You can use the skill to play all your health statistics from microsoft health account. User need to linkup this skill during registration process. During interaction we query Microsoft health account to get statistics related to the registered user. As we cannot identify users on Echo we can only link one Echo device to one user. You need to have an active health account linked with your microsoft account.",5,1,"B01DKI6KAC","amzn1.echo-sdk-ams.app.78b707a3-afb8-47bf-95b1-832eb6c59c60","2016-04-12 14:32:27","starfish band","Alexa, ask starfish band for calories used today","Alexa, ask starfish band for my fitness report","Alexa, ask starfish band for my weight","http://starfishmint.com/policy/privacy-band.html","http://starfishmint.com/policy/terms-band.html","No"
"Starfish Fit","Health-and-Fitness","Rai Integration Ltd","You can use the skill to play all your health statistics from google fit account. User need to linkup this skill during registration process. During interaction we query google fit account to get statistics related to the registered user. As we cannot identify users on Echo we can only link one Echo device to one user. You need to have an active fit account linked with your google account.",4,2,"B01DKP0BT6","amzn1.echo-sdk-ams.app.c6b7b457-58bd-4a8c-9a5f-45e966f97717","2016-04-01 15:32:26","starfish fit","Alexa, ask starfish fit for calories used today","Alexa, ask starfish fit for my fitness report","Alexa, ask starfish fit for my weight","http://starfishmint.com/policy/privacy-echo.html","http://starfishmint.com/policy/terms-echo.html","No"
"Starlanes","Games","TsaTsaTzu","Two factions dominate the Starlanes, the transit pathways of the known universe. Each faction - an alliance of captains who control the Thoughtships - is vying for territory, waging drone warfare, building factories, forging alliances... Each captain works with allies to create and reinforce strategic centers. To rise in the ranks requires a captain of unusual cunning and dedication. Are you such a captain?",3.8,7,"B017OBOGTS","amzn1.echo-sdk-ams.app.94b235e8-1919-4c4c-89cd-80085bdfecad","2015-11-06 14:13:17","star lanes","Alexa, open Starlanes","start tutorial","What's here?","http://ocean-of-storms.com/tsatsatzu/legal/sl_privacy.htm","http://ocean-of-storms.com/tsatsatzu/legal/sl_terms.htm","No"
"StartupInfo","Finance","3scale","Find information about companies and startups. Who founded the company, what is it about, how much did they raise.\nBecome an expert in the startup world thanks to Alexa",0,0,"B01DKTI612","amzn1.echo-sdk-ams.app.682f933f-69de-4dd4-8538-796c47ac26ca","2016-05-04 16:08:37","startup info","Alexa, ask Startup Info about Slack","Alexa, ask Startup Info who founded uber.com?","Alexa, ask Startup Info did Twitter IPO?","","","No"
"State Capitals Quiz","Education","Christopher Colicino","The state capitals quiz asks you multiple choice questions on state capitals.  Four answers are given.  You must say a number of one, two, three, or four to select the correct response.",0,0,"B01EKQTM2Q","amzn1.echo-sdk-ams.app.bd5b2264-af75-4e92-b68b-26a270d2cc67","2016-04-21 19:08:44","state capitals","Alexa state capitals","One","Exit","","","No"
"State Sales Tax Finder","Utilities","Drassiner","Ever wanted to know what your state sales tax is? Well, you have come to the right place! You name the state, and Alexa will return the percentage.",0,0,"B01F2TPJQI","amzn1.echo-sdk-ams.app.915f4744-1ca4-4599-8385-d91b8c29103e","2016-05-05 08:08:30","the tax finder","Alexa, open the Tax Finder","Alexa, ask the Tax Finder what is the sales tax in California","What is the sales tax in Alabama","","","No"
"State Trees Quiz","Education","Ten10 Digital","State Trees is a trivia game that will test your knowledge on state trees. \n\nTo get started, ask ""Alexa ask state trees"". \n\nEach round of the game will include 5 questions where the states are selected at random. You will be presented with 4 choices to select the correct state tree from.\n\nHow many state trees do you know?",0,0,"B01EJVXUAW","amzn1.echo-sdk-ams.app.71db75ed-0fa0-474e-a4ee-8e9438e39aae","2016-04-21 18:08:31","state trees","Alexa ask state trees","the answer is two","I don't know","","","No"
